,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
66,20066,Clinica de Obstetrică-Ginecologie,,Târgu Mureș,,540052,,,,,,,46.5417803,24.5603316
67,20067,Clinica de Oftalmologie,,Târgu Mureș,,540052,,,,,,,46.5412439,24.5610602
68,20068,Clinica de Oftalmologie,Strada Clinicilor nan,Cluj-Napoca,Cluj,400006,,,,,,,46.7653553,23.5836221
69,20069,Clinica de Oncologie,,Târgu Mureș,,540052,,,,,,,46.5531242,24.5769675
70,20070,Clinica de Oncologie Medicală - Clinca Radiologică,Strada Clinicilor nan,Cluj-Napoca,Cluj,400006,,,,,,,46.7659234,23.5845597
71,20071,Clinica de Ortopedie-Traumatologie,,Târgu Mureș,,540052,,+40-265-213720,,,,,46.5519382,24.5739234
72,20072,Clinica de Pediatrie,,Târgu Mureș,,540052,,,,,,,46.5552566,24.5826312
73,20073,Clinica de Pediatrie,Strada Corneliu Coposu nan,Craiova,Dolj,,,,,,,,44.3033883,23.8027432
74,20074,Clinica de Pneumoftizologie,,Sfântu Gheorghe,Covasna,520085,,,,,,,45.8634711,25.7828596
75,20075,Clinica de Pneumologie,,Târgu Mureș,,540052,,,,,,,46.5536056,24.5774755
76,20076,Clinica de Psihiatrie,,Târgu Mureș,,540052,,,,,,,46.5563383,24.5842211
77,20077,Clinica de oftalmologie,Scuarul Martir Radian Belici nan,Timișoara,,300002,,,,,,,45.7553133,21.224878
78,20078,Călărași Hospital,,Călărași,,910014,,,,,,,44.1925241,27.3270629
79,20079,DentiRAD,,Plopeni,Prahova,105900,,,,,No,,45.0455274,25.9523511
80,20080,Dentist Iasi,Strada Sfântul Andrei 6C,Iași,,700028,,,,,Yes,,47.1553625,27.5838468
81,20081,Dermato-Venerice,,Ploiești,Prahova,100028,,,,,,,44.9457654,26.0389381
82,20082,Dispensar,,Poiana Sibiului,Sibiu,557180,,,,,,,45.8089373,23.7275007
83,20083,Dispensar,,Țăndărei,,925200,,,,,,,44.6401784,27.6610987
84,20084,Dispensar,,Lazuri de Beiuș,Bihor,417300,,,,,No,,46.5920797,22.3995994
85,20085,Dispensar,,Căbești,Bihor,417125,,,,,,,46.7660974,22.3673581
86,20086,Dispensar Baia de Criș,,Baia de Criș,Hunedoara,337005,,,,,No,,46.1748127,22.7157663
87,20087,Dispensar Gheorghieni,,Cluj-Napoca,Cluj,400438,,,,,No,,46.7663231,23.6239644
88,20088,Dispensar Hoceni,,Hoceni,Vaslui,737285,,,,,No,,46.5382419,28.0110694
89,20089,Dispensar Magurele,,Măgurele,Ilfov,077125,,,,,,,44.3503063,26.0296072
90,20090,Dispensar TBC,Bulevardul Alexandru Lăpușneanu 167,Constanța,,900412,,,,,,,44.2011891,28.629858
91,20091,Dispensar medic de familie,,Duda-Epureni,Vaslui,737233,,,,,No,,46.7060853,28.0388752
92,20092,Dispensarul Brezoi,Strada Panduri nan,Brezoi,Vâlcea,245500,,,,,,,45.343649,24.2396852
93,20093,Dispensarul Comunal,,Movilița,Vrancea,627210,,,,,,,45.9567713,27.1036214
94,20094,Dispensarul Uman Malaia,,Malaia,Vâlcea,247335,,,,,,,45.3519346,24.0422213
95,20095,Dispensarul medical Părău,,Părău,,507155,,,,,,,45.8488122,25.191747
96,20096,Dispensarul uman Vașcău,,Vașcău,Bihor,415800,,,,,No,,46.4760113,22.4722552
97,20097,Endocrinologie,,Sibiu,Sibiu,550009,,,,,,,45.7951528,24.1573831
98,20098,Euromaterna,Strada Ștefăniță Vodă 32,Constanța,,900508,,,,,,,44.2015852,28.6137831
99,20099,Farmacia Hoceni,,Hoceni,Vaslui,737285,,,,,No,,46.5371525,28.0114169
100,20100,Fost spital de copii,,Brăila,Brăila,810003,,,,,,,45.2689105,27.9738573
101,20101,Fostă Policlinică Petrila,,Petrila,Hunedoara,335800,,,,,,,45.4434508,23.3784077
102,20102,Hiperdia,,București,,023571,,,,,,,44.4446511,26.1343187
103,20103,INHT C.T Nicolau,,București,,011035,,,,,,,44.45407,26.0796395
104,20104,Infecțioase,,Onești,Bacău,601048,,,,,,,46.2543377,26.7634806
105,20105,Institutul Clinic Fundeni (Clădirea A),Șoseaua Fundeni 258,București,,023571,,,,,,,44.4655248,26.1560941
106,20106,"Institutul Național de Boli Infecțioase ""Profesor Doctor Matei Balș""",,București,,023571,,,,,,,44.4546577,26.1154528
107,20107,Institutul Național de Expertiză Medicală și Recuperare a Capacității de Muncă,,București,,051521,,,,,,,44.4251286,26.0713636
108,20108,Institutul Național de Gerontologie Ana Aslan - Otopeni,,Otopeni,Ilfov,075100,,,,,,,44.5794066,26.0619604
109,20109,Institutul Oncologic Prof. Dr. Ion Chiricuță,,Cluj-Napoca,Cluj,400015,,,,,,,46.7630684,23.5882087
110,20110,Institutul Regional de Oncologie,,Iași,,700107,,,,,,,47.1755234,27.5767317
111,20111,Institutul de Boli Cardiovasculare,Strada Gheorghe Adam 13 A,Timișoara,,300002,,,,,Yes,,45.7687422,21.25782
112,20112,"Institutul de Endocrinologie ""C I Parhon""",,București,,011883,,,,,,,44.4601264,26.0883119
113,20113,Institutul de Fonoaudiologie și Chirurgie Funcțională ORL Profesor Doctor Dorin Hociotă,Strada Mihail Cioranu 21,București,,051521,,,,,,,44.4258643,26.0740922
114,20114,Institutul de Virusologie „Ștefan S. Nicolau”,,București,,030171,,,,,,,44.4246341,26.1383162
115,20115,Institutul de diabet Paulescu,,București,,011234,,,,,,,44.4561292,26.0765705
116,20116,Isis Hospital,Strada Mircea cel Bătrân 102,Constanța,,900663,,"+40341 46 33 44, +40747 474747",,,,,44.1823227,28.6508539
117,20117,Laborator de Medicină Nucleară,,Cluj-Napoca,Cluj,400006,,,,,,,46.7657547,23.5844424
118,20118,Maternitate,,Făgăraș,,505200,,,,,,,45.8416033,24.9590052
119,20119,Maternitate,,Drobeta-Turnu Severin,,220146,,,,,,,44.6236049,22.6572318
120,20120,Maternitatea,,Beiuș,Bihor,415200,,,,,,,46.6630003,22.3504178
121,20121,Maternitatea Buzău,Strada Victoriei nan,Buzău,Buzău,120209,,,,,,,45.1490544,26.8270975
122,20122,Maternitatea Buzău,,Buzău,Buzău,120218,,,,,,,45.1473502,26.8238607
123,20123,Maternitatea Elena Doamna,,Iași,,700401,,,,,,,47.1611199,27.5981399
124,20124,MediUrg,,Ploiești,Prahova,100028,,,,,,,44.9341378,26.0269401
125,20125,Medicavol,Bulevardul Dunării nan,Voluntari,Ilfov,077190,,,,,,,44.4946382,26.1868321
126,20126,Medicină Legală,Strada Clinicilor nan,Cluj-Napoca,Cluj,400006,,,,,No,,46.7648578,23.5819354
127,20127,Metropolitan Hospital,Calea Șerban Vodă nan,București,,040204,,,,,,,44.4189089,26.1022529
128,20128,Muntenia Hospital,Strada Pictor Nicolae Grigorescu 2A,Pitești,,110117,,,,,Yes,,44.8622335,24.8700998
129,20129,Nova Vita,Strada Liviu Rebreanu 29A,Târgu Mureș,,540052,,"+40 265 266 112, +40 365 430 330",,,Yes,,46.5367392,24.5536056
130,20130,Oftapro,Bulevardul Mărășești 15,București,,040251,,,,,,,44.4191315,26.0966702
131,20131,Pavilionul II,Aleea Dealul Spirii 12,Brașov,,500030,,,,,,,45.6435772,25.5730387
132,20132,Pavilionul III,Aleea Dealul Spirii 12,Brașov,,500030,,,,,,,45.6444023,25.5739821
133,20133,Pavilionul V,Strada Gusztav Kollar 4,Brașov,,500030,,,,,,,45.6445817,25.5760502
134,20134,Pavilionul VI,Strada Gusztav Kollar 4,Brașov,,500030,,,,,,,45.6442395,25.5759018
135,20135,Pediatrie II + Urgențe,,Cluj-Napoca,Cluj,400029,,,,,,,46.7672098,23.5774111
136,20136,Pediatrie III,,Cluj-Napoca,Cluj,400217,,,,,,,46.7809275,23.5858886
137,20137,Policlinic Bethesda,,Suceava,Suceava,,,,,,,,47.6651908,26.2693389
138,20138,Policlinica,,Gherla,Cluj,405300,,,,,,,47.0250571,23.9034026
139,20139,Policlinica,,Câmpulung Moldovenesc,Suceava,725100,,,,,,,47.5305474,25.5588068
140,20140,"Policlinica ""Paltinul""",Strada Luptei 21,Sibiu,Sibiu,550009,,,,,,,45.7810472,24.1594696
141,20141,Policlinica 1,,Târgoviște,,130007,,,,,,,44.9269323,25.4563205
142,20142,Policlinica 2,,Călărași,,910014,,,,,,,44.2074367,27.3166831
143,20143,Policlinica Aiud,,Aiud,Alba,515200,,,,,,,46.3077152,23.7229194
144,20144,Policlinica Balș,,Balș,Olt,235100,,,,,,,44.3475093,24.1144311
145,20145,Policlinica Bethesda,,Suceava,Suceava,,,,,,,,47.6624283,26.2651271
146,20146,Policlinica C.F.R.,Bulevardul General Dragalina 49,Timișoara,,300002,,,,,,,45.7502327,21.2074844
147,20147,Policlinica CFR,,Sibiu,Sibiu,550009,,,,,,,45.7920592,24.1573282
148,20148,Policlinica CFR,,Cluj-Napoca,Cluj,400217,,,,,,,46.7806378,23.5854103
149,20149,Policlinica CINA,Strada Andrei Mureșanu nan,Ploiești,Prahova,100028,,,,,,,44.9526017,26.0113091
150,20150,Policlinica Carei,,Carei,Satu Mare,445100,,,,,,,47.6812658,22.4652152
151,20151,Policlinica Carei,,Carei,Satu Mare,445100,,,,,,,47.6807783,22.4653359
152,20152,Policlinica Carei,,Carei,Satu Mare,445100,,,,,,,47.6811183,22.4648844
153,20153,Policlinica Câmpina,Bulevardul Carol I 117,Câmpina,Prahova,105600,,,,,No,,45.1278899,25.7324802
154,20154,Policlinica Hipodrom,,Brăila,Brăila,810262,,,,,,,45.2602392,27.9528285
155,20155,Policlinica Mangalia,,Mangalia,,905500,,,,,No,,43.8090167,28.5819623
156,20156,Policlinica Motru,,Motru,Gorj,215200,,,,,,,44.8026107,22.9731932
157,20157,Policlinica Municipală,,Drobeta-Turnu Severin,,220006,,,,,,,44.6301271,22.6372053
158,20158,Policlinica PRAGA,Strada Praga nan,Ploiești,Prahova,100028,,,,,,,44.9424042,26.0305604
159,20159,Policlinica Rahova,Strada Malcoci 4,București,,051521,,,,,,,44.4094982,26.0710199
160,20160,Policlinica Reghin,,Reghin,,545300,,,,,,,46.7832162,24.6952675
161,20161,Policlinica Shuller,,Ploiești,Prahova,100028,,,,,,,44.9306849,26.0206112
162,20162,Policlinica Spitalului Filantropia,Bulevardul Nicolae Titulescu 40,Craiova,Dolj,200142,,,,,,,44.3254921,23.7888216
163,20163,Policlinica Stomatologică,,Bârlad,Vaslui,731005,,,,,,,46.2275572,27.6654323
164,20164,Policlinica Studențească,Strada Memorandului nan,Brașov,,500030,,,,,,,45.6558034,25.5803102
165,20165,Policlinica Sănătatea,Strada Ștefan cel Mare 52,Timișoara,,300002,,,,,,,45.7514433,21.2515634
166,20166,Policlinica Târgoviște,,Târgoviște,,130007,,,,,,,44.9222526,25.4509094
167,20167,Policlinica nr. 2,Bulevardul 1 Decembrie 1918 28,Târgu Mureș,,540052,,+40-265-263585,,,,,46.5390465,24.5611559
168,20168,Policlinica Ștei,,Ștei,Bihor,415600,,,,,,,46.5407656,22.4562329
169,20169,Policlinică stomatologică,,Brăila,Brăila,810095,,,,,No,,45.287656,27.9701797
170,20170,Polimed,Strada Tudor Vladimirescu 94 94,Podu Turcului,Bacău,607450,,0234 289 704,,,Yes,,46.1999657,27.3842543
171,20171,Polisano,,Sibiu,Sibiu,550009,,,,,,,45.798215,24.1568702
172,20172,Ponderas,,București,,030171,,,,,,,44.4147645,26.1336159
173,20173,Ponderas Regina Maria,Strada Nicolae G. Caramfil 85 A,București,,014163,,,,,Yes,,44.4835284,26.0910739
174,20174,ProfDIAGNOSIS,Strada Mihai Eminescu 11,Urziceni,,925300,,0243.257755; 0372.920755; 0727.711170; 0731.315407,,,No,,44.7112287,26.6378221
175,20175,Promedica,,Brăila,Brăila,810210,,,,,,,45.2637096,27.9704319
176,20176,SERVICIUL DE AMBULANTA BUCURESTI-ILFOV,Strada Mihai Eminescu 226,București,,023571,,,,,,,44.4459059,26.115935
177,20177,SPITALUL DE PEDIATRIE PLOIEȘTI,Strada Mihai Eminescu nan,Ploiești,Prahova,100028,,,,,Yes,,44.9319507,26.0261625
178,20178,SPITALUL JUDEȚEAN DE URGENȚĂ PLOIEȘTI,,Ploiești,Prahova,100028,,,,,Yes,,44.9637639,26.0099119
179,20179,Salvamont,,Toplița,Harghita,535700,,,,,Yes,,46.9820012,25.4067522
180,20180,Sanador - Spital,,București,,010995,,,,,,,44.4498147,26.0844341
181,20181,Sanatoriul Agigea,,Agigea,,907015,,,,,,,44.1057102,28.6370347
182,20182,Sanatoriul Moroeni,,Moroeni,,137310,,,,,,,45.255792,25.4319132
183,20183,Sanatoriul TBC Osteoarticular „Dr. V. Climescu”,,Agigea,,907015,,,,,,,44.0909785,28.640392
184,20184,Sanatoriul de Nevroze,Valea Râșnoavei 8,Predeal,,505300,,,,,,,45.4939429,25.5435761
185,20185,Sanatoriul de neuropsihiatrie Podriga,,Drăgușeni,,717141,,,,,,,48.0037823,26.8283091
186,20186,Sanepid,Bulevardul Carpați nan,Corabia,Olt,235300,,,,,,,43.7726052,24.4938916
187,20187,Secția Clinică a II-a de Pneumoftiziologie Pașcanu,,Iași,,700373,,,,,,,47.1684752,27.6028082
188,20188,Secția Nifon,,Măgura,Buzău,127320,,,,,,,45.2640716,26.5536633
189,20189,Secția Pediatrie,,Deva,Hunedoara,330088,,,,,,,45.8766249,22.9059478
190,20190,Secția balneo fizioterapie recuperare medicală a Spitalului Județean,,Drobeta-Turnu Severin,,220154,,,,,,,44.6253164,22.6630975
191,20191,Secția de recuperare pediatrică,,Timișoara,,300002,,,,,,,45.7618355,21.2163911
192,20192,Secția obstetrică ginecologie a spitalului municipal,,Vatra Dornei,Suceava,725700,,,,,,,47.3474109,25.3590689
193,20193,Secția pneumoftiziologie TBC a Spitalului Județean,,Drobeta-Turnu Severin,,220099,,,,,,,44.6249812,22.6416235
194,20194,Servicii Geriatrie și Asistență Medicală ”Sf. Sava și Teodosie cel Mare”,Strada Cozieni 2,Pantelimon,Ilfov,077145,,,,,,,44.4575559,26.2814878
195,20195,Serviciul Ambulanță,,Brăila,Brăila,810261,,,,,,,45.259437,27.9507099
196,20196,Serviciul Județean de Ambulanță Sibiu,,Sibiu,Sibiu,550009,,,,,,,45.7979916,24.1587167
197,20197,Serviciul Județean de Medicină Legală,,Deva,Hunedoara,330088,,,,,,,45.8704996,22.9058558
198,20198,Serviciul de Ambulanță al județului Cluj,Strada Horea nan,Cluj-Napoca,Cluj,400217,,,,,No,,46.7809091,23.5866986
199,20199,Serviciul de ambulanță al județului Iași,,Iași,,700165,,,,,ambulance_station,,47.1529607,27.5997273
200,20200,Serviciul de urgență SMURD,,Târgu Mureș,,540052,,,,,Yes,,46.5598487,24.5834937
201,20201,Spital,Strada Petofi Șandor nan,Sovata,,545500,,,,,,,46.5936835,25.0710249
202,20202,Spital,,Câmpulung Moldovenesc,Suceava,725100,,,,,,,47.5319255,25.5433451
203,20203,Spital,,Câmpulung Moldovenesc,Suceava,725100,,,,,,,47.5317054,25.5439058
204,20204,Spital,,Tilișca,Sibiu,557280,,,,,,,45.8013537,23.8412233
205,20205,Spital Azuga,Strada Victoriei 2,Azuga,Prahova,105100,,+40244322051,,,No,,45.4276826,25.5541617
206,20206,Spital Beclean,Strada 1 Decembrie 1918 nan,Beclean,,425100,,,,,,,47.184443,24.1847276
207,20207,Spital Beclean,Strada 1 Decembrie 1918 nan,Beclean,,425100,,,,,,,47.1833841,24.1851713
208,20208,Spital Beclean,Strada 1 Decembrie 1918 nan,Beclean,,425100,,,,,,,47.1841093,24.1863074
209,20209,Spital Brezoi,,Brezoi,Vâlcea,245500,,,,,,,45.3425876,24.2455709
210,20210,Spital Budești,,Budești,Vâlcea,247055,,,,,,,45.0643391,24.3877742
211,20211,Spital CFR,,Constanța,,900317,,,,,,,44.1673143,28.583522
212,20212,Spital Ceuașu de Câmpie,,Ceuașu de Câmpie,,547140,,,,,,,46.640307,24.5158801
213,20213,Spital Clinic Cai Ferate Constanța-Sediul administrativ,Bulevardul 1 Mai 5-7,Constanța,,,,,,,,,44.1655614,28.6344771
214,20214,Spital Mangalia,,Mangalia,,905500,,,,,Yes,,43.8168307,28.5866894
215,20215,Spital Municipal,Strada Fabricii 2A,Târgu Secuiesc,Covasna,525400,,,,,Yes,,45.9979956,26.1397791
216,20216,Spital Orășenesc Săveni,Strada Avram Iancu nan,Săveni,,715300,,,,,,,47.9593409,26.8600017
217,20217,Spital de bătrâni,,Zimnicea,Teleorman,145400,,,,,,,43.6525823,25.3616866
218,20218,Spital raducaneni,,Răducăneni,,707400,,,,,,,46.9634578,27.9428919
219,20219,Spital si azil M-rea Paltin,,Poiana Teiului,,617340,,,,,,,47.164832,25.9764496
220,20220,Spitalul  Județean de Urgență Brăila,Șoseaua Buzăului 2,Brăila,Brăila,,,,,,Yes,,45.2525358,27.9413245
221,20221,"Spitalul ""Buna Vestire"" obstretică-ginecologie",,Galați,,800153,,,,,,,45.4445555,28.0421077
222,20222,"Spitalul ""Carl Wolf"" - Centru pentru Bătrâni",,Sibiu,Sibiu,550009,,,,,,,45.7977333,24.1401341
223,20223,Spitalul 2,,Râmnicu Vâlcea,Vâlcea,240159,,,,,,,45.1087535,24.3681636
224,20224,Spitalul Agnita,Strada Spitalului 4,Agnita,Sibiu,555100,,,,,,,45.9788926,24.6224366
225,20225,Spitalul Aiud,,Aiud,Alba,515200,,,,,Yes,,46.3077623,23.7230167
226,20226,Spitalul Aiud,,Aiud,Alba,515200,,,,,Yes,,46.3079301,23.7235314
227,20227,Spitalul BalneoMedCenter,,Râmnicu Vâlcea,Vâlcea,,,,,,,,45.082107,24.3670524
228,20228,Spitalul Boldescu,,Ploiești,Prahova,100028,,,,,,,44.9500947,26.0240557
229,20229,Spitalul Boli Infecțioase,,Satu Mare,Satu Mare,440014,,,,,No,,47.7945099,22.8856886
230,20230,Spitalul Boli Pulmonare ,,Breaza,Prahova,105401,,,,,No,,45.1791475,25.6762752
231,20231,Spitalul Buna Vestire,,Ploiești,Prahova,100028,,,,,,,44.9390262,26.030587
232,20232,Spitalul Băneasa Regina Maria,Strada Constantin Dobrogeanu-Gherea 85,București,,013744,,,,,Yes,,44.4958919,26.0717694
233,20233,Spitalul C.F.R.,,Satu Mare,Satu Mare,440014,,,,,,,47.7895054,22.8816176
234,20234,Spitalul C.F.R.,,Drobeta-Turnu Severin,,220099,,,,,,,44.6234415,22.6412098
235,20235,Spitalul CF Buzău,Bulevardul Republicii 8-12,Buzău,Buzău,120055,,,,,No,,45.1436946,26.8361269
236,20236,Spitalul CFR,Bulevardul Știrbei Vodă 6,Craiova,Dolj,200413,,,,,,,44.314555,23.7937217
237,20237,Spitalul CFR,,Ploiești,Prahova,100028,,,,,,,44.926499,25.9965905
238,20238,Spitalul Calafat - Secția exterioara TBC Pneumologie,Strada 1 Decembrie 1918 nan,Poiana Mare,Dolj,207470,,,,,,,43.9132628,23.0991253
239,20239,"Spitalul Clinic ""Doctor Ioan Cantacuzino""",Strada Ion Movilă 5-7,București,,023571,,+40212107100,,,Yes,,44.4449545,26.1093263
240,20240,Spitalul Clinic C.F. Constanța,,Constanța,,,,,,,,,44.1738648,28.651106
241,20241,Spitalul Clinic C.F. Nr. 2,Bulevardul Mărăști 62,București,,012103,,,,,Yes,,44.473797,26.0691431
242,20242,Spitalul Clinic Colentina,Șoseaua Ștefan cel Mare 19-21,București,,023571,,+4 021 3173245,,,No,,44.4546577,26.1154528
243,20243,Spitalul Clinic Căi Ferate,,Oradea,Bihor,410065,,,,,,,47.0671585,21.9352689
244,20244,Spitalul Clinic Căi Ferate,Splaiul Tudor Vladimirescu 13-15,Timișoara,,300002,,+40 256 493 088,,,,,45.7495125,21.2179142
245,20245,Spitalul Clinic Dr CI Parhon,,Iași,,700503,,,,,,,47.1800168,27.5681719
