,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
170,10170,"Медицински център ""Св. Лука""",,Стара Загора,Стара Загора,6001,,,,,No,,42.4287488,25.6387644
171,10171,Медицински център Чирпан,,Чирпан,Стара Загора,6200,,,,,,,42.1983047,25.3288484
172,10172,Медицински център и Община,,София,София-град,1849,,,,,,,42.7866197,23.5191998
173,10173,Многопрофилна болница за АЛ,,Раковски,Пловдив,4150,,,,,,,42.2888042,24.9542706
174,10174,Многопрофилна болница за активно лечение (МБАЛ),Трансмариска 81,Тутракан,Силистра,7600,,+359 866 60078,,,,,44.0445844,26.5962863
175,10175,НКБ - отделение по кардиологична рехабилитация,,София,София-град,1320,,,,,,,42.7080762,23.1485442
176,10176,"НМТБ-клинична лаборатория, имунология и хормони",,София,София-град,1220,,,,,,,42.7128791,23.3176821
177,10177,НМТБ-микробиологична лаборатория,,София,София-град,1000,,,,,,,42.7131232,23.3180024
178,10178,Национален център по хематология и трансфузиология,Братя Миладинови 112,София,София-град,1220,,,,,,,42.7093188,23.3196212
179,10179,Национална кардиологична болница,Коньовица 65,София,София-град,1309,,,,,Yes,,42.7064019,23.2858018
180,10180,Национална многопрофилна транспортна болница Цар Борис III,,София,София-град,1220,,,,,,,42.7131684,23.3172779
181,10181,Национална специализирана болница за активно лечение по онкология,Пловдивско поле 6,София,София-град,1797,,,,,,,42.6617301,23.3594485
182,10182,Областен диспансер за Психични заболявания,,Пловдив,Пловдив,4000,,,,,,,42.1366564,24.7104656
183,10183,Областен диспансер за кожно-венерически заболявания,,Пловдив,Пловдив,4004,,,,,,,42.1305757,24.7460625
184,10184,Областен диспансер за психични заболявания Проф. д-р Иван Темков,,Бургас,Бургас,8001,,,,,,,42.5141169,27.474304
185,10185,Областен психо-диспансер,,София,София-град,1220,,,,,,,42.7064241,23.3326195
186,10186,Общинска Поликлиника Кюстендил,,Кюстендил,Кюстендил,2500,,,,,,,42.2811936,22.6919979
187,10187,"Окръжна болница ""Проф. Стоян Киркович""",,Стара Загора,Стара Загора,6003,,,,,Yes,,42.4259093,25.6135716
188,10188,Онкологичен диспансер,,София,София-град,1729,,,,,,,42.6562476,23.3716961
189,10189,"Отделение УМБАЛ ""Света Марина""",,Долни Чифлик,Варна,9112,,,,,,,42.9620074,27.8815197
190,10190,Очна болница,,Варна,Варна,9002,,,,,,,43.2165383,27.9133678
191,10191,Пета МБАЛ София,бул. ген. Николай Г. Столетов 67А,София,София-град,1220,,,,,Yes,,42.7130855,23.3109504
192,10192,Поликлиника,,Вълчедръм,Монтана,3650,,,,,,,43.6963178,23.4370065
193,10193,Поликлиника,,Бяла,Варна,9101,,,,,,,42.8768554,27.8865611
194,10194,Правителствен санаториум,,София,София-град,1000,,,,,No,,42.6365308,23.180096
195,10195,Психиатрична болница Карлуково,,Луковит,Ловеч,5770,,,,,,,43.1794199,24.0653025
196,10196,Психиатрична клиника,Огражден 2,Плевен,Плевен,5800,,,,,No,,43.4168127,24.5972186
197,10197,"Първа САГБАЛ ""Света София""",Михалаки Ташев 2,София,София-град,1330,,,,,,,42.6992655,23.2880145
198,10198,Първичен здравен център Балик,,Добрич,Добрич,9300,,,,,,,43.5763241,27.8498463
199,10199,Районна болница Д-р Теодоси Витанов,,Трявна,Габрово,5350,,,,,,,42.8676571,25.4855026
200,10200,Регионален психодиспансер,,Русе,Русе,7003,,,,,,,43.8662713,25.9872499
201,10201,Регионална ветиранаро медицинска служба,,Смолян,Смолян,4700,,,,,,,41.5706551,24.7561304
202,10202,Рехабилитационна болница Ясен,,София,София-град,1320,,,,,,,42.7100493,23.1499298
203,10203,САГБАЛ Св. Лазар,,София,София-град,1113,,,,,,,42.6592567,23.3365026
204,10204,СБ,,София,София-град,1320,,,,,,,42.7089618,23.1495881
205,10205,СБАЛ АГ „Селена“,,Пловдив,Пловдив,4000,,,,,,,42.1349529,24.7091242
206,10206,СБАЛ Св.Панталеймон,,Плевен,Плевен,5800,,,,,,,43.4021072,24.6424674
207,10207,СБАЛ Св.Панталеймон,ул. Трите Бора nan,Плевен,Плевен,5800,,,,,,,43.4023553,24.6427458
208,10208,СБАЛ на детски болести,,София,София-град,1320,,,,,,,42.710356,23.151594
209,10209,СБАЛ по Белодробни Болести- Габрово,Д-р Кирил Въгленов 1,Габрово,Габрово,5302,,,,,No,,42.8442885,25.3146476
210,10210,СБАЛ по детски болести,бул. Акад. Иван Евстратиев Гешов 11,София,София-град,1000,,+359 2 8154 211,,,,,42.6840196,23.3016798
211,10211,"СБАЛ по ендокринология ""Акад. Ив. Пенчев""",,София,София-град,1606,,,,,,,42.696676,23.3144572
212,10212,"СБАЛ по ендокринология ""Акад. Ив. Пенчев""",,София,София-град,1606,,,,,,,42.6967095,23.3145979
213,10213,"СБАЛ по инф. и паразитни болести ""Проф. Ив. Киров""",,София,София-град,1000,,,,,,,42.6812445,23.3023366
214,10214,СБАЛВБ Бест Клиник,Бачо Киро 47,София,София-град,1527,,,,,,,42.7025714,23.3258014
215,10215,СБАЛХ-Кърджали,,Кърджали,Кърджали,6600,,,,,,,41.6452051,25.3722039
216,10216,СБВБДПЛ,,София,София-град,1000,,,,,,,42.6130401,23.3145609
217,10217,СБДПЛР Бухово,,София,София-град,1830,,,,,,,42.7616727,23.5602631
218,10218,СБДПЛР Сливница,,Сливница,София,2200,,,,,,,42.8541487,23.0324809
219,10219,"СБЗ ""Тузлата""",,Балчик,Добрич,9600,,,,,No,,43.4004197,28.2255423
220,10220,СДПЛР,,София,София-град,1000,,,,,,,42.5810048,23.4267325
221,10221,СХБАЛ Красимира,Балша 5,София,София-град,1408,,,,,,,42.6804785,23.3096557
222,10222,"Санаториум ""Свети Мина""",,Вършец,Монтана,3540,,,,,,,43.1876607,23.2839046
223,10223,Санаториум за белодробни заболявания,,Роман,Враца,3130,,,,,,,43.159164,23.9232771
224,10224,Св. Иван Рилски,,Пловдив,Пловдив,4000,,,,,Yes,,42.1679799,24.7480042
225,10225,Св. Пантелеймон,,Пловдив,Пловдив,4004,,,,,,,42.1217432,24.7494757
226,10226,Св. Спас,,София,София-град,1000,,,,,,,42.7961121,23.451249
227,10227,Света Анна,,Сливен,Сливен,8804,,,,,No,,42.6926328,26.3439321
228,10228,Серумен институт,,София,София-град,1000,,,,,No,,42.6762836,23.1919238
229,10229,Сити Мед,бул. Липник nan,Русе,Русе,7001,,,,,No,,43.8528077,25.9916916
230,10230,Скин системс,,Елин Пелин,София,2115,,,,,,,42.6324499,23.688803
231,10231,Софиямед,бул. Д-р Г. М. Димитров 16,София,София-град,1113,,+359 2 465 0000,,,Yes,,42.6669745,23.3647206
232,10232,Специализирана Болница за рехабилитация - Бургаски минерални бани,,Бургас,Бургас,8127,,,,,,,42.6109492,27.3915787
233,10233,Специализирана болница за активно лечение на белодробни болести - Троян,ул. Васил Левски 253,Троян,Ловеч,5600,,,,,,,42.8986626,24.7094294
234,10234,Специализирана болница за активно лечение на пневмо-фтизиатрични заболявания - Враца ЕООД,,Враца,Враца,3000,,,,,,,43.197821,23.5626659
235,10235,Специализирана болница за белодробни заболявания,,Мъглиж,Стара Загора,6185,,,,,,,42.6794734,25.5882881
236,10236,Специализирана болница за лечение на пневмо-фтизиатрични заболявания,,Бургас,Бургас,8000,,,,,,,42.5007235,27.4769221
237,10237,"Специализирана болница за пневмо - фтизиатрични заболявания ""Д-р Трейман""",,Велико Търново,Велико Търново,5000,,,,,,,43.0737735,25.6436691
238,10238,Специализирана болница за рехабилитация,,Котел,Сливен,8970,,,,,,,42.891696,26.4371048
239,10239,Специализирана болница за рехабилитация,,Карлово,Пловдив,4360,,,,,,,42.5393991,24.8394227
240,10240,Специализирана болница за рехабилитация Здраве,,София,София-град,1320,,,,,,,42.7103459,23.1469167
241,10241,Специализирана болница за рехабилитация Мари,Кипарис nan,Несебър,Бургас,8230,,,,,,,42.6534097,27.6926245
242,10242,Спешен медицински център,Васил Левски 10А,Болярово,Ямбол,8720,,,,,Yes,,42.150127,26.8114369
243,10243,Спешна медицинска помощ,,Пловдив,Пловдив,4000,,,,,,,42.1383021,24.7371062
244,10244,Спешна помощ,,Роман,Враца,3130,,,,,,,43.1599116,23.9218854
245,10245,Стар АГ Комплекс-Русе,ул. Николаевска nan,Русе,Русе,7001,,,,,,,43.8356134,25.953208
246,10246,Стоматологична поликлиника,,Добрич,Добрич,9300,,,,,,,43.5714858,27.8317405
247,10247,Стоматология,бул. Русе 1,Плевен,Плевен,5800,,,,,,,43.4117789,24.6220464
248,10248,Транспортен медицински институт,,София,София-град,1220,,,,,,,42.7131965,23.3163686
249,10249,Транспортна болница,,Варна,Варна,9002,,,,,,,43.1979399,27.9130704
250,10250,"УБ ""Майчин дом""",,София,София-град,1000,,,,,,,42.683208,23.3111531
251,10251,"УМБАЛ ""Александровска""",,София,София-град,1408,,,,,,,42.6818692,23.3086383
252,10252,"УМБАЛ ""Георги Странски""",,Плевен,Плевен,5803,,,,,,,43.4150624,24.6296583
253,10253,"УМБАЛ ""Георги Странски""",,Плевен,Плевен,5800,,,,,,,43.4090795,24.6060119
254,10254,"УМБАЛ ""КАНЕВ""-Русе",,Русе,Русе,7002,,,,,Yes,,43.8567889,25.961452
255,10255,"УМБАЛ ""Св. Георги"" - Инфекциозна клиника",,Пловдив,Пловдив,4000,,,,,,,42.1377194,24.7152793
256,10256,"УМБАЛ ""Св. Георги"" - Клиника по неврология",,Пловдив,Пловдив,4000,,,,,,,42.136004,24.7108546
257,10257,УМБАЛ Св. Анна,,София,София-град,1784,,,,,Yes,,42.6618231,23.3708836
258,10258,УМБАЛ „Св. Георги“,бул. Пещерско шосе 66,Пловдив,Пловдив,4002,,,,,Yes,,42.1389678,24.7095088
259,10259,Университетска детска клиника по белодробни болести,,София,София-град,1616,,,,,,,42.6694308,23.2533691
