,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id
10,AMEOS Klinikum Alfeld,Landrat-Beushausen-Straße 26,Alfeld (Leine),Niedersachsen,31061,,51.9941487,9.8336998,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010
11,AMEOS Klinikum Heiligenhafen,Friedrich-Ebert-Straße 100,Heiligenhafen,Ostholstein,23774,,54.3729246,10.963551,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10011
12,AMEOS Klinikum Inntal,Jakob-Weindler-Straße 1,Simbach am Inn,Bayern,84359,,48.262761,13.0146051,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10012
13,AMEOS Klinikum Kaiserstuhl,Brunngasse 1,Vogtsburg im Kaiserstuhl,Breisgau-hochschwarzwald,79235,,48.1049675,7.6309155,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013
14,AMEOS Klinikum Mitte Bremerhaven,Wiener Straße 1,Bremerhaven,Bremen,27568,+49 471 4805 0,53.5521666,8.576482,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10014
15,AMEOS Klinikum Neustadt,Wiesenhof nan,Neustadt in Holstein,Ostholstein,23730,+49 4561 6110,54.1075131,10.7927989,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10015
16,AMEOS Klinikum Preetz,Am Krankenhaus 5a,Preetz,Plön,24211,,54.2389886,10.2761173,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10016
17,AMEOS Klinikum Schönebeck,,Schönebeck (Elbe),Salzlandkreis,39218,,52.0130586,11.7400112,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10017
18,AMEOS Klinikum Seepark Geestland,Langener Straße 66,Geestland,Niedersachsen,27607,+49 4743 893 0,53.6166664,8.6279875,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018
19,AMEOS Klinikum St. Salvator Halberstadt,Gleimstraße 5,Halberstadt,Harz,38820,,51.9009511,11.0533717,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10019
20,AMEOS Klinikum ehem. Sana-Klinkum,Kiefholzstraße 27,Haldensleben,Börde,39340,,52.2861988,11.3784845,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10020
21,ASB Rettungshundestaffel Hattingen,,Hattingen,Ennepe-ruhr-kreis,45527,,51.4134547,7.2003187,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10021
22,ASKLEPIOS Klinik Schaufling,Hausstein 2,Schaufling,Bayern,94571,+49 9904 770,48.8623668,13.0649632,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10022
23,ATOS Klinik,Bismarckstraße 9-15,Heidelberg,Heidelberg,69115,+49 6221 983-0,49.4101697,8.6917653,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10023
24,ATOS-Klinik,Effnerstraße 38,München,Bayern,81925,,48.1545022,11.6165521,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10024
25,AWO Krankenhaus Calbe,,Calbe (Saale),Salzlandkreis,39240,,51.9034601,11.7672402,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10025
26,AWO Psychiatriezentrum,Vor dem Kaiserdom 10,Königslutter am Elm,Niedersachsen,38154,,52.2468005,10.8108312,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10026
27,Aatalklinik,,Bad Wünnenberg,Paderborn,33181,,51.5177884,8.7005009,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10027
28,Abtseeklinik,,Laufen,Bayern,83410,,47.9145093,12.907351,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10028
29,Achenbach Krankenhaus,Köpenicker Straße 29,Königs Wusterhausen,Brandenburg,15711,,52.3020087,13.6266279,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10029
30,Achertalklinik für Psychiatrie und Psychotherapie,Markgraf-Bernhard-Straße 2,Ottenhöfen im Schwarzwald,Ortenaukreis,77883,,48.565932,8.1551233,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10030
31,Agaplesion Allgemeines Krankenhaus Hagen,,Hagen,Hagen,58095,+49 2331 201 0,51.3547053,7.4654817,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10031
32,Agaplesion Diakonieklinikum Rotenburg,Elise-Averdieck-Straße 17,Rotenburg (Wümme),Niedersachsen,27356,,53.1057597,9.4115161,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10032
33,Agaplesion Evangelisches Klinikum Schaumburg gGmbH,Zum Schaumburger Klinikum 1,Obernkirchen,Niedersachsen,31683,+49 5724 95800,52.2657349,9.1030571,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10033
34,Agaplesion Neu-Bethlehem,Humboldtallee 8,Göttingen,Niedersachsen,37073,,51.5403849,9.9427453,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034
35,Agaplesion evangelisches Krankenhaus Holzminden,Forster Weg 34,Holzminden,Niedersachsen,37603,+49 5531 7050,51.8350038,9.4554437,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10035
36,Aggertalklinik Engelskirchen,,Engelskirchen,Oberbergischer Kreis,51766,,50.9873842,7.3828234,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10036
37,Albert-Schweitzer-Therapeutikum Holzminden,Pipping 5,Holzminden,Niedersachsen,37603,,51.8247852,9.4832008,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10037
38,Albertinen-HausZentrum für Geriatrie und Gerontologie,,Hamburg,Hamburg,22457,,53.6282975,9.9247635,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10038
39,Albklinik Münsingen,,Münsingen,Reutlingen,72525,,48.404206,9.4903384,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10039
40,Alexianer Krankenhaus,,Aachen,Aachen,52062,,50.7715719,6.0812264,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10040
41,"Alexianer Krankenhaus, Tagesklinik",Mörgensstraße 17,Aachen,Aachen,52062,,50.7711244,6.081369,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10041
42,Alexianer Münster GmbH,Alexianerweg 9,Münster,Münster,48143,,51.8774938,7.563717,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10042
43,Alexianer St. Joseph Krankenhaus Berlin-Weißensee,,Berlin,Berlin,13088,,52.5515022,13.4681057,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10043
44,Alexianer-Krankenhaus Köln,,Köln,Köln,51149,,50.8975184,7.0387132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10044
45,Alfried-Krupp-Krankenhaus,,Essen,Essen,45130,,51.4242048,7.0064736,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10045
46,Alice-Hospital,,Darmstadt,Hessen,64283,,49.8770681,8.6665289,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10046
47,Aller-Weser-Klinik Verden,Eitzer Straße 20,Verden (Aller),Niedersachsen,27283,,52.9131391,9.2309496,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10047
48,Allgemeines Krankenhaus,Krankenhausstraße 2,Bad Segeberg,Segeberg,23795,,53.9419702,10.3094344,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10048
49,Allgemeines Krankenhaus Viersen,Hoserkirchweg 63,Viersen,Viersen,41747,,51.249686,6.3816752,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10049
50,Allgemeinspychatrische Tagesklinik,Allerstraße 1,Dortmund,Dortmund,44287,,51.5046925,7.5479277,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10050
51,Altbau Feuerwehrstraße,Humboldtstraße 5,Hannover,Niedersachsen,30169,,52.3710635,9.7257221,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10051
52,Altenzentrum Bethesda,,Bad Salzuflen,Lippe,32105,,52.0894959,8.7455478,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10052
53,Alter Marienbau,Böheimstraße 37,Stuttgart,Stuttgart,70178,,48.7613172,9.1628345,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10053
54,Altmark-Klinikum,Brunnenstraße 1,Salzwedel,Altmarkkreis Salzwedel,29410,,52.8558422,11.1454543,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10054
55,Altmark-Klinikum Gardelegen,,Gardelegen,Altmarkkreis Salzwedel,39638,,52.5230508,11.3819077,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10055
56,Altonaer Kinderkrankenhaus,,Hamburg,Hamburg,22765,+49 40 88908-0,53.551203,9.9127621,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10056
57,Amalie-Sieveking-Krankenhaus,Haselkamp 33,Hamburg,Hamburg,22359,,53.641079,10.1523153,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10057
58,Ambulanz,Humboldtstraße 5,Hannover,Niedersachsen,30169,,52.3705849,9.7246299,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10058
59,Ameos Klinikum Anklam,Hospitalstraße 19,Anklam,Vorpommern-greifswald,17389,+49 3971 834 0,53.8485829,13.6994424,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10059
60,Ameos Klinikum Dr. Heines,Rockwinkeler Landstraße 110,Bremen,Bremen,28355,,53.0773621,8.9412687,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10060
61,Ameos-Klinikum,Eislebener Straße 7a,Aschersleben,Salzlandkreis,06449,+49 3473 970,51.745516,11.458327,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10061
62,Anmeldung,,Freiburg im Breisgau,Freiburg Im Breisgau,79104,,48.0079003,7.8574535,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062
63,Annastift,,Hannover,Niedersachsen,30625,,52.3692491,9.8094516,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10063
64,Arona Klinik für Altersmedizin,Blumberger Damm 26,Berlin,Berlin,12683,,52.5148157,13.5643894,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10064
65,Artemed Fachklinik,,Bad Oeynhausen,Minden-lübbecke,32545,,52.2042841,8.8044855,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065
66,Arztgruppe,,Meßstetten,Zollernalbkreis,72469,,48.187097,8.9982136,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10066
67,Arztpraxi Michael Stegherr,Hauptstraße 56,Holzheim,Bayern,89438,,48.5122176,10.5184662,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10067
68,Asklepios Burgseekliniken (Parkklinik),Burgseestraße 5,Bad Salzungen,Wartburgkreis,36433,,50.8078264,10.2387531,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10068
69,Asklepios Fachklinikum Brandenburg,Anton-Saefkow-Allee 2,Brandenburg an der Havel,Brandenburg,14776,+49 3381 780,52.4188683,12.4790432,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10069
70,Asklepios Fachklinikum Göttingen,Rosdorfer Weg 70,Göttingen,Niedersachsen,37073,,51.5224448,9.9197306,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10070
71,Asklepios Fachklinikum Lübben,Luckauer Straße 17,Lübben (Spreewald),Brandenburg,15907,+49 3546 290,51.9361274,13.8887415,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10071
72,Asklepios Fachklinikum Stadtroda,Bahnhofstraße 1a,Stadtroda,Saale-holzland-kreis,07646,,50.8602592,11.7246536,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10072
73,Asklepios Fachklinikum Teupitz,,Teupitz,Brandenburg,15755,,52.1305598,13.6202631,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10073
74,Asklepios Fachklinikum Tiefenbrunn,Tiefenbrunn nan,Rosdorf,Niedersachsen,37124,,51.4976353,9.8775047,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10074
75,Asklepios Harzklinik Bad Harzburg,Ilsenburger Straße 95,Bad Harzburg,Niedersachsen,38667,,51.8861171,10.5773992,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10075
76,Asklepios Harzklinik Clausthal-Zellerfeld,Windmühlenstraße 1,,Niedersachsen,,,51.8081658,10.3334135,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10076
77,Asklepios Harzklinik Goslar,Kösliner Straße 12,Goslar,Niedersachsen,38640,,51.9296304,10.4421415,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10077
78,Asklepios Klinik,,Bad Abbach,Bayern,93077,,48.9333299,12.038881,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10078
79,Asklepios Klinik,Lindenstraße 12,Alsbach-Hähnlein,Hessen,64665,,49.740714,8.6284636,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10079
