FIPS_CODE,COUNTY_CODE,COUNTY,ST,STATE,FOOD_INSECURITY,SEVERE_HOUSING_COST_BURDEN,UNEMPLOYED,NO_VEHICLE_ACCESS,UNINSURED
276,276,Oppdal,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
277,277,Orkanger,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
278,278,Os,34,Innlandet,0.15,0.15,0.1,0.15,0.1
279,279,Oslo,12,Oslo,0.15,0.15,0.1,0.15,0.1
280,280,Otta,34,Innlandet,0.15,0.15,0.1,0.15,0.1
281,281,Porsgrunn,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
282,282,Prestfoss,30,Viken,0.15,0.15,0.1,0.15,0.1
283,283,Rakkestad,30,Viken,0.15,0.15,0.1,0.15,0.1
284,284,Ramberg,09,Nordland,0.15,0.15,0.1,0.15,0.1
285,285,Randaberg,14,Rogaland,0.15,0.15,0.1,0.15,0.1
286,286,Raudeberg,46,Vestland,0.15,0.15,0.1,0.15,0.1
287,287,Raufoss,34,Innlandet,0.15,0.15,0.1,0.15,0.1
288,288,Reine,09,Nordland,0.15,0.15,0.1,0.15,0.1
289,289,Reinsvoll,34,Innlandet,0.15,0.15,0.1,0.15,0.1
290,290,Rena,34,Innlandet,0.15,0.15,0.1,0.15,0.1
291,291,Revetal,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
292,292,Rindal,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
293,293,Ringebu,34,Innlandet,0.15,0.15,0.1,0.15,0.1
294,294,Rissa,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
295,295,Risør,42,Agder,0.15,0.15,0.1,0.15,0.1
296,296,Rjukan,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
297,297,Roa,30,Viken,0.15,0.15,0.1,0.15,0.1
298,298,Roan,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
299,299,Rognan,09,Nordland,0.15,0.15,0.1,0.15,0.1
300,300,Rollag,30,Viken,0.15,0.15,0.1,0.15,0.1
301,301,Rosendal,46,Vestland,0.15,0.15,0.1,0.15,0.1
302,302,Roverud,34,Innlandet,0.15,0.15,0.1,0.15,0.1
303,303,Rubbestadneset,46,Vestland,0.15,0.15,0.1,0.15,0.1
304,304,Rygge,30,Viken,0.15,0.15,0.1,0.15,0.1
305,305,Rykene,42,Agder,0.15,0.15,0.1,0.15,0.1
306,306,Rypefjord,54,Troms Og Finnmark,0.15,0.15,0.1,0.15,0.1
307,307,Råholt,30,Viken,0.15,0.15,0.1,0.15,0.1
308,308,Rødberg,30,Viken,0.15,0.15,0.1,0.15,0.1
309,309,Rømskog,30,Viken,0.15,0.15,0.1,0.15,0.1
310,310,Røros,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
311,311,Rørvik,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
312,312,Røst,09,Nordland,0.15,0.15,0.1,0.15,0.1
313,313,Røyken,30,Viken,0.15,0.15,0.1,0.15,0.1
314,314,Sagvåg,46,Vestland,0.15,0.15,0.1,0.15,0.1
315,315,Sand,14,Rogaland,0.15,0.15,0.1,0.15,0.1
316,316,Sand,34,Innlandet,0.15,0.15,0.1,0.15,0.1
317,317,Sandane,46,Vestland,0.15,0.15,0.1,0.15,0.1
318,318,Sande,46,Vestland,0.15,0.15,0.1,0.15,0.1
319,319,Sande,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
320,320,Sandefjord,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
321,321,Sandeid,14,Rogaland,0.15,0.15,0.1,0.15,0.1
322,322,Sandnes,14,Rogaland,0.15,0.15,0.1,0.15,0.1
323,323,Sandnessjøen,09,Nordland,0.15,0.15,0.1,0.15,0.1
324,324,Sandsli,46,Vestland,0.15,0.15,0.1,0.15,0.1
325,325,Sandvika,30,Viken,0.15,0.15,0.1,0.15,0.1
326,326,Sandvika,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
327,327,Sarpsborg,30,Viken,0.15,0.15,0.1,0.15,0.1
328,328,Sauda,14,Rogaland,0.15,0.15,0.1,0.15,0.1
329,329,Sauland,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
330,330,Selje,46,Vestland,0.15,0.15,0.1,0.15,0.1
331,331,Seljord,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
332,332,Sem,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
333,333,Siljan,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
334,334,Sira,42,Agder,0.15,0.15,0.1,0.15,0.1
335,335,Sistranda,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
336,336,Sjøvegan,54,Troms Og Finnmark,0.15,0.15,0.1,0.15,0.1
337,337,Skage,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
338,338,Skaland,54,Troms Og Finnmark,0.15,0.15,0.1,0.15,0.1
339,339,Skarnes,34,Innlandet,0.15,0.15,0.1,0.15,0.1
340,340,Skaun,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
341,341,Skei,46,Vestland,0.15,0.15,0.1,0.15,0.1
342,342,Ski,30,Viken,0.15,0.15,0.1,0.15,0.1
343,343,Skien,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
344,344,Skjeberg,30,Viken,0.15,0.15,0.1,0.15,0.1
345,345,Skjervøy,54,Troms Og Finnmark,0.15,0.15,0.1,0.15,0.1
346,346,Skjold,14,Rogaland,0.15,0.15,0.1,0.15,0.1
347,347,Skjærhalden,30,Viken,0.15,0.15,0.1,0.15,0.1
348,348,Skodje,08,Møre Og Romsdal,0.15,0.15,0.1,0.15,0.1
349,349,Skogn,21,Trøndelag,0.15,0.15,0.1,0.15,0.1
350,350,Skoppum,38,Vestfold Og Telemark,0.15,0.15,0.1,0.15,0.1
351,351,Skotterud,34,Innlandet,0.15,0.15,0.1,0.15,0.1
352,352,Skreia,34,Innlandet,0.15,0.15,0.1,0.15,0.1
353,353,Skudeneshavn,14,Rogaland,0.15,0.15,0.1,0.15,0.1
354,354,Skui,30,Viken,0.15,0.15,0.1,0.15,0.1
355,355,Skånevik,46,Vestland,0.15,0.15,0.1,0.15,0.1
356,356,Slemmestad,30,Viken,0.15,0.15,0.1,0.15,0.1
357,357,Slidre,34,Innlandet,0.15,0.15,0.1,0.15,0.1
